Sun Jun 27 21:50:15 2021    cprofile.prof

         15545163 function calls (14716914 primitive calls) in 21.072 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        2    0.000    0.000    0.000    0.000 emitter.py:788(flush_stream)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:210(_set_array_types)
        5    0.000    0.000    0.000    0.000 version.py:331(_cmp)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        2    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        6    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
        7    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        9    0.000    0.000    0.000    0.000 backend_bases.py:1272(__init__)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        4    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
       28    0.000    0.000    0.000    0.000 parser.py:114(get_event)
        5    0.000    0.000    0.000    0.000 figure.py:1559(_process_projection_requirements)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      101    0.000    0.000    0.000    0.000 docstring.py:67(do_copy)
        1    0.000    0.000    0.000    0.000 Image.py:3258(_apply_env_variables)
      148    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 emitter.py:814(write_indent)
       20    0.000    0.000    0.000    0.000 axis.py:558(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
      120    0.000    0.000    0.000    0.000 std.py:165(colour)
        3    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
       27    0.000    0.000    0.000    0.000 rcsetup.py:725(_validate_greaterequal0_lessequal1)
        6    0.000    0.000    0.000    0.000 __init__.py:2215(wm_title)
       56    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
        1    0.000    0.000    0.000    0.000 masterapi.py:82(Master)
       10    0.000    0.000    0.000    0.000 figure.py:116(__contains__)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 typing.py:677(__getitem__)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
       36    0.000    0.000    0.000    0.000 _layoutgrid.py:83(<listcomp>)
        6    0.000    0.000    0.000    0.000 emitter.py:133(need_events)
      106    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        7    0.000    0.000    0.000    0.000 rcsetup.py:299(validate_backend)
        1    0.000    0.000    0.000    0.000 _enums.py:140(CapStyle)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
       36    0.000    0.000    0.000    0.000 _layoutgrid.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 parser.py:264(parse_block_node)
        1    0.000    0.000    0.000    0.000 patches.py:2881(_Base)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        8    0.000    0.000    0.000    0.000 std.py:115(__exit__)
       90    0.000    0.000    0.000    0.000 spines.py:197(get_path)
        2    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       11    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        6    0.000    0.000    0.000    0.000 _internal.py:249(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       33    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
       33    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
      102    0.000    0.000    0.000    0.000 patches.py:1923(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:214(reload_library)
       22    0.000    0.000    0.000    0.000 constructor.py:173(construct_scalar)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
       28    0.000    0.000    0.000    0.000 _base.py:2363(<listcomp>)
       12    0.000    0.000    0.000    0.000 _backend_tk.py:38(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2829(_Mode)
        2    0.000    0.000    0.000    0.000 utils.py:153(__init__)
        3    0.000    0.000    0.000    0.000 cm.py:388(set_clim)
       24    0.000    0.000    0.000    0.000 figure.py:232(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:2228(wm_withdraw)
       46    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:222(TruetypeFonts)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        6    0.000    0.000    0.000    0.000 Image.py:555(_new)
      126    0.000    0.000    0.000    0.000 fromnumeric.py:3102(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
       60    0.000    0.000    0.000    0.000 axis.py:704(get_remove_overlapping_locs)
        1    0.000    0.000    0.000    0.000 tempfile.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
       16    0.000    0.000    0.000    0.000 transforms.py:1330(_iter_break_from_left_to_right)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3614(Show)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
       10    0.000    0.000    0.000    0.000 axis.py:2225(get_minpos)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 types.py:69(new_class)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 uuid.py:72(SafeUUID)
        3    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        5    0.000    0.000    0.000    0.000 transforms.py:2604(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:2179(timezone)
       30    0.000    0.000    0.000    0.000 numeric.py:1865(isscalar)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        6    0.000    0.000    0.000    0.000 __init__.py:199(_logged_cached)
        6    0.000    0.000    0.000    0.000 posixpath.py:164(islink)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
      101    0.000    0.000    0.000    0.000 docstring.py:65(copy)
       17    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:1989(_Base)
       18    0.000    0.000    0.000    0.000 argparse.py:1514(_pop_action_class)
      156    0.000    0.000    0.000    0.000 ticker.py:304(_set_locator)
       80    0.000    0.000    0.000    0.000 enum.py:199(<genexpr>)
       18    0.000    0.000    0.000    0.000 argparse.py:809(__init__)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       13    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
       12    0.000    0.000    0.000    0.000 representer.py:164(represent_int)
        3    0.000    0.000    0.000    0.000 PngImagePlugin.py:311(add_text)
        3    0.000    0.000    0.000    0.000 axis.py:1175(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:2145(__iter__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        1    0.000    0.000    0.000    0.000 backend_tools.py:501(ToolViewsPositions)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        3    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_toolbar)
        7    0.000    0.000    0.000    0.000 gridspec.py:464(<dictcomp>)
       25    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       37    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        8    0.000    0.000    0.000    0.000 dataclasses.py:610(_is_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
       38    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:929(_power_of_two)
       10    0.000    0.000    0.000    0.000 axis.py:2490(get_minpos)
        1    0.000    0.000    0.000    0.000 pathlib.py:491(select_from)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       17    0.000    0.000    0.000    0.000 emitter.py:800(write_indicator)
        1    0.000    0.000    0.000    0.000 utils.py:15(gen_study)
       78    0.000    0.000    0.000    0.000 _internal.py:791(<genexpr>)
        7    0.000    0.000    0.000    0.000 weakref.py:284(update)
        6    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
       30    0.000    0.000    0.000    0.000 figure.py:104(__call__)
        1    0.000    0.000    0.000    0.000 patches.py:1047(Polygon)
        6    0.000    0.000    0.000    0.000 figure.py:65(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:780(uuid4)
        5    0.000    0.000    0.000    0.000 constructor.py:237(construct_yaml_int)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
       41    0.000    0.000    0.000    0.000 argparse.py:1312(_registry_get)
       34    0.000    0.000    0.000    0.000 emitter.py:18(__init__)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:16(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:106(remove)
        4    0.000    0.000    0.000    0.000 npyio.py:1332(__init__)
       87    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 pyplot.py:112(install_repl_displayhook)
       37    0.000    0.000    0.000    0.000 argparse.py:1308(register)
        1    0.000    0.000    0.000    0.000 polar.py:661(RadialAxis)
        1    0.000    0.000    0.000    0.000 animation.py:157(AbstractMovieWriter)
        1    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
        6    0.000    0.000    0.000    0.000 Image.py:804(load)
        1    0.000    0.000    0.000    0.000 polar.py:358(ThetaAxis)
        8    0.000    0.000    0.000    0.000 random.py:285(choice)
        5    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
       20    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        5    0.000    0.000    0.000    0.000 _pylab_helpers.py:95(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        3    0.000    0.000    0.000    0.000 colors.py:1101(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
       26    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:202(_add_array_type)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        3    0.000    0.000    0.000    0.000 pyplot.py:833(get_fignums)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
        1    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:503(Image)
        4    0.000    0.000    0.000    0.000 Image.py:3135(register_extensions)
        3    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        6    0.000    0.000    0.000    0.000 constructor.py:270(construct_yaml_float)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        5    0.000    0.000    0.000    0.000 _base.py:3279(set_axis_on)
        1    0.000    0.000    0.000    0.000 siso.py:1(<module>)
       17    0.000    0.000    0.000    0.000 os.py:752(decode)
